1047,-3,5,13,5
1048,-2,5,18,5
1049,1,5,22,5
1050,-3,5,19,5
1051,-1,5,4,5
1052,2,5,0,1
1053,1,1,-4,5
1054,1,5,-1,5
1055,-2,5,3,5
1056,-2,5,-3,5
1057,1,5,-7,5
1058,-3,5,-4,5
1059,-1,5,-1,5
1060,4,5,-6,5
1061,0,1,-3,5
1062,3,5,-7,5
1063,7,5,-2,1
1064,-1,5,-4,5
1065,2,5,-8,5
1066,6,5,-11,5
1067,2,1,-14,5
1068,4,5,21,5
1069,0,1,18,5
1070,3,5,22,5
1071,7,5,5,1
1072,-1,5,19,5
1073,2,5,23,5
1074,6,5,26,5
1075,2,1,29,5
1076,8,5,-8,5
1077,4,5,-1,1
1078,4,5,-11,5
1079,0,1,-8,5
1080,8,5,23,5
1081,4,5,4,1
1082,0,1,17,5
1083,3,5,21,5
1084,-1,5,18,5
1085,2,5,22,5
1086,6,5,5,1
1087,-2,5,19,5
1088,4,5,26,5
1089,0,1,23,5
1090,-6,5,3,1
1091,-6,5,2,1
1092,-6,5,1,1
1093,-6,5,0,1
1094,-4,5,3,1
1095,-4,5,2,1
1096,-4,5,1,1
1097,-4,5,0,1
1098,-7,5,11,5
1099,-7,5,6,5
1100,-7,5,1,5
1101,-7,5,16,5
1102,-4,5,4,1
1103,-2,5,4,1
1104,-6,5,17,5
1105,-3,5,21,5
1106,1,5,24,5
1107,1,1,27,5
1108,-2,5,-1,1
1109,1,5,-9,5
1110,1,1,-12,5
1111,2,5,4,1
1112,-2,5,17,5
1113,1,5,21,5
1114,1,1,24,5
1115,-3,5,18,5
1116,-1,5,24,5
1117,2,5,28,5
1118,8,5,28,5
1119,4,5,5,1
1120,0,1,22,5
1121,-2,5,5,1
1122,-6,5,22,5
1123,2,5,-1,1
1124,-2,5,-2,5
1125,1,5,-6,5
1126,1,1,-9,5
1127,8,5,-13,5
1128,4,5,-2,1
1129,-1,1,7,5
1130,-1,1,12,5
1131,-1,1,2,5
1132,-1,1,9,5
1133,-1,1,14,5
1134,-1,1,4,5
1135,-1,1,-1,5
1136,-8,5,3,5
1137,-8,5,8,5
1138,-1,1,13,5
1139,-1,1,8,5
1140,-1,1,3,5
1141,-9,5,11,5
1142,-9,5,6,5
1143,0,1,11,5
1144,0,1,16,5
1145,0,1,6,5
1146,0,1,1,5
1147,0,1,21,5
1148,-4,5,18,5
1149,-4,5,13,5
1150,-4,5,8,5
1151,-4,5,3,5
1152,-4,5,9,5
1153,-4,5,14,5
1154,-4,5,4,5
1155,-4,5,19,5
1156,-3,5,17,5
1157,-3,5,12,5
1158,-3,5,7,5
1159,-6,5,13,5
1160,-6,5,8,5
1161,-6,5,3,5
1162,-3,5,2,5
1163,0,1,-2,5
1164,-6,5,-2,5
1165,-3,5,-6,5
1166,-4,5,1,5
1167,-3,5,-3,5
1168,0,1,-7,5
1169,-4,5,-4,5
1170,3,5,-6,5
1171,-1,5,-3,5
1172,-7,5,9,5
1173,-7,5,14,5
1174,-7,5,4,5
1175,-7,5,-1,5
1176,-4,5,-1,1
1177,-8,5,-2,5
1178,-1,5,-9,5
1179,-1,1,-6,5
1180,2,5,-7,5
1181,6,5,-2,1
1182,-2,5,-4,5
1183,2,5,-13,5
1184,-2,5,-2,1
1185,-6,5,-7,5
1186,-3,5,2,1
1187,-3,5,1,1
1188,-6,5,9,5
1189,-6,5,14,5
1190,-6,5,1,5
1191,-6,5,6,5
1192,-6,5,11,5
1193,-3,5,3,1
1194,0,1,19,5
1195,-6,5,16,5
1196,-6,5,4,5
1197,-3,5,0,1
1198,0,1,-4,5
1199,-6,5,-1,5
1200,-4,5,16,5
1201,-8,5,13,5
1202,-4,5,-1,5
1203,3,5,-8,5
1204,-1,5,-1,1
1205,3,5,23,5
1206,-1,5,4,1
1207,-1,1,17,5
1208,-7,5,7,5
1209,-7,5,12,5
1210,-7,5,3,5
1211,-7,5,8,5
1212,-7,5,13,5
1213,-4,5,17,5
1214,-7,5,18,5
1215,-4,5,22,5
1216,-7,5,2,5
1217,-4,5,-2,5
1218,-7,5,-3,5
1219,-4,5,-7,5
1220,-2,5,21,5
1221,-6,5,18,5
1222,-3,5,22,5
1223,1,5,5,1
1224,-7,5,19,5
1225,-1,5,-6,5
1226,-1,5,-11,5
1227,-1,5,21,5
1228,-1,5,26,5
1229,-3,5,4,1
1230,-7,5,17,5
1231,-4,5,21,5
1232,0,1,24,5
1233,-8,5,18,5
1234,3,5,28,5
1235,-1,5,5,1
1236,-1,1,22,5
1237,-3,5,-1,1
1238,-7,5,-2,5
1239,-4,5,-6,5
1240,0,1,-9,5
1241,3,5,-13,5
1242,-1,5,-2,1
1243,-7,5,3,1
1244,-7,5,2,1
1245,-7,5,1,1
1246,-7,5,0,1
1247,-9,5,2,1
1248,-9,5,1,1
1249,2,5,5,1
1250,-2,5,22,5
1251,-1,1,18,5
1252,-6,5,19,5
1253,-9,5,3,1
1254,-3,5,23,5
1255,1,5,26,5
1256,1,1,29,5
1257,-7,5,4,1
1258,-4,5,24,5
1259,0,1,27,5
1260,2,5,-2,1
1261,-2,5,-7,5
1262,-1,1,-3,5
1263,-6,5,-4,5
